OBJECTID	STATEFP	COUNTYFP	TRACTCE	GEOID	NAMELSAD	MTFCC	FUNCSTAT	ALAND	AWATER	INTPTLAT	INTPTLON	Tract_Name	NAME	SOCIOECON	HSECOMP	MINLANG	HSETRANS	OVERALL
622	72	101	955500	72101955500	Census Tract 9555	G5020	S	1681567	825	18.3274751	-66.4052527	Census Tract 9555	Morovis	0.9581	0.5984	0.7013	0.9649	0.9536
623	72	101	955401	72101955401	Census Tract 9554.01	G5020	S	45472771	130244	18.2958435	-66.4302514	Census Tract 9554.01	Morovis	0.4479	0.2794	0.5373	0.0203	0.1843
624	72	21	32000	72021032000	Census Tract 320	G5020	S	8921903	1334	18.2916399	-66.1492399	Census Tract 320	Bayamón	0.9343	0.3902	0.3959	0.2805	0.4943
625	72	21	31641	72021031641	Census Tract 316.41	G5020	S	437392	0	18.3782526	-66.1575323	Census Tract 316.41	Bayamón	0.4547	0.759	0.4174	0.7194	0.673
626	72	21	32200	72021032200	Census Tract 322	G5020	S	7192064	58543	18.3020112	-66.1955634	Census Tract 322	Bayamón	0.6798	0.7183	0.561	0.2296	0.5893
627	72	137	121100	72137121100	Census Tract 1211	G5020	S	998368	0	18.4317811	-66.1844238	Census Tract 1211	Toa Baja	0.6063	0.4072	0.8348	0.6787	0.7352
628	72	137	121200	72137121200	Census Tract 1212	G5020	S	890873	0	18.4264465	-66.1740596	Census Tract 1212	Toa Baja	0.7488	0.6764	0.819	0.3665	0.768
629	72	137	121300	72137121300	Census Tract 1213	G5020	S	1077235	0	18.4232553	-66.1842296	Census Tract 1213	Toa Baja	0.6266	0.4932	0.733	0.9626	0.854
630	72	137	122100	72137122100	Census Tract 1221	G5020	S	2962870	32785	18.4039192	-66.2490378	Census Tract 1221	Toa Baja	0.8834	0.5452	0.897	0.5554	0.8778
631	72	137	121802	72137121802	Census Tract 1218.02	G5020	S	5334510	1361	18.4064655	-66.2240353	Census Tract 1218.02	Toa Baja	0.5961	0.5995	0.3676	0.0361	0.2895
632	72	113	72201	72113072201	Census Tract 722.01	G5020	S	4883810	92799	18.018955	-66.5811304	Census Tract 722.01	Ponce	0.4038	0.8461	0.6278	0.8427	0.8133
633	72	113	72101	72113072101	Census Tract 721.01	G5020	S	3400732	1041532	17.9834965	-66.6144492	Census Tract 721.01	Ponce	0.8891	0.9276	0.6459	0.9751	0.9852
634	72	113	72102	72113072102	Census Tract 721.02	G5020	S	3946794	5093745	17.9656393	-66.6114144	Census Tract 721.02	Ponce	0.0712	0.552	0.0644	0.0113	0.0475
635	72	137	121900	72137121900	Census Tract 1219	G5020	S	1179895	0	18.3991107	-66.2003386	Census Tract 1219	Toa Baja	0.5022	0.2522	0.3178	0.1402	0.1662
636	72	21	30800	72021030800	Census Tract 308	G5020	S	318954	0	18.3874586	-66.1702639	Census Tract 308	Bayamón	0.2432	0.9355	0.259	0.3959	0.4049
637	72	21	31704	72021031704	Census Tract 317.04	G5020	S	4172182	12724	18.3372203	-66.1543237	Census Tract 317.04	Bayamón	0.2104	0.1504	0.5045	0.2002	0.1165
638	72	21	31800	72021031800	Census Tract 318	G5020	S	5948604	0	18.3285257	-66.1442461	Census Tract 318	Bayamón	0.354	0.4966	0.2319	0.7726	0.4174
639	72	21	31701	72021031701	Census Tract 317.01	G5020	S	2969566	56525	18.3710759	-66.1451403	Census Tract 317.01	Bayamón	0.2352	0.4683	0.3778	0.5384	0.3054
640	72	21	31122	72021031122	Census Tract 311.22	G5020	S	739947	0	18.3693104	-66.1915906	Census Tract 311.22	Bayamón	0.2805	0.4638	0.2918	0.5938	0.311
641	72	25	202403	72025202403	Census Tract 2024.03	G5020	S	6935253	0	18.2169139	-66.0834186	Census Tract 2024.03	Caguas	0.1934	0.1923	0.9049	0.9343	0.6085
642	72	25	202404	72025202404	Census Tract 2024.04	G5020	S	6997373	1152	18.1977469	-66.0918844	Census Tract 2024.04	Caguas	0.0633	0.638	0.7624	0.242	0.3484
643	72	21	31307	72021031307	Census Tract 313.07	G5020	S	727820	0	18.3678819	-66.1799493	Census Tract 313.07	Bayamón	0.1877	0.6583	0.268	0.0712	0.1572
644	72	113	72202	72113072202	Census Tract 722.02	G5020	S	5638372	2006213	17.9758626	-66.5951293	Census Tract 722.02	Ponce	0.4309	0.2895	0.173	0.1312	0.1052
645	72	113	72701	72113072701	Census Tract 727.01	G5020	S	1795735	23504	18.035488	-66.5970422	Census Tract 727.01	Ponce	0.3665	0.7466	0.1549	0.3337	0.2941
646	72	107	955001	72107955001	Census Tract 9550.01	G5020	S	21407770	2921	18.1994127	-66.377455	Census Tract 9550.01	Orocovis	0.6583	0.8359	0.8563	0.4445	0.8472
647	72	107	954901	72107954901	Census Tract 9549.01	G5020	S	64668690	399721	18.1993858	-66.4820423	Census Tract 9549.01	Orocovis	0.9683	0.8834	0.9309	0.7104	0.9909
648	72	107	954801	72107954801	Census Tract 9548.01	G5020	S	23323012	257	18.2548943	-66.3854355	Census Tract 9548.01	Orocovis	0.8608	0.776	0.6266	0.13	0.6877
649	72	107	955100	72107955100	Census Tract 9551	G5020	S	5508135	0	18.2298716	-66.3868541	Census Tract 9551	Orocovis	0.957	0.914	0.6334	0.8212	0.9705
650	72	107	954802	72107954802	Census Tract 9548.02	G5020	S	13117875	0	18.2419042	-66.4284203	Census Tract 9548.02	Orocovis	0.7703	0.8721	0.949	0.1572	0.8325
651	72	107	955002	72107955002	Census Tract 9550.02	G5020	S	12570408	0	18.2121986	-66.4020627	Census Tract 9550.02	Orocovis	0.5599	0.9151	0.9932	0.7556	0.9558
652	72	107	954902	72107954902	Census Tract 9549.02	G5020	S	24192468	0	18.2117068	-66.4350234	Census Tract 9549.02	Orocovis	0.897	0.8981	0.9445	0.2081	0.897
653	72	145	560300	72145560300	Census Tract 5603	G5020	S	13206381	79939	18.4633069	-66.3879961	Census Tract 5603	Vega Baja	0.2669	0.8687	0.4649	0.5825	0.5837
654	72	145	560701	72145560701	Census Tract 5607.01	G5020	S	3148082	0	18.4369521	-66.397782	Census Tract 5607.01	Vega Baja	0.2171	0.19	0.1764	0.0859	0.0407
655	72	145	560702	72145560702	Census Tract 5607.02	G5020	S	11162249	44973	18.4131421	-66.4070117	Census Tract 5607.02	Vega Baja	0.6968	0.5837	0.3065	0.0825	0.3314
656	72	145	560100	72145560100	Census Tract 5601	G5020	S	11334348	2046636	18.4649808	-66.3623073	Census Tract 5601	Vega Baja	0.9445	0.5203	0.2986	0.4468	0.5995
657	72	145	560500	72145560500	Census Tract 5605	G5020	S	671759	0	18.4456443	-66.3851788	Census Tract 5605	Vega Baja	0.7714	0.8608	0.2907	0.8461	0.8427
658	72	145	560201	72145560201	Census Tract 5602.01	G5020	S	2259390	2198861	18.489085	-66.4077653	Census Tract 5602.01	Vega Baja	0.2047	0.7024	0.1052	0.9072	0.4502
659	72	145	560600	72145560600	Census Tract 5606	G5020	S	11556852	102350	18.4107572	-66.3744213	Census Tract 5606	Vega Baja	0.6968	0.4343	0.4004	0.3631	0.4389
660	72	145	560900	72145560900	Census Tract 5609	G5020	S	32375472	69518	18.3825478	-66.399991	Census Tract 5609	Vega Baja	0.9377	0.7861	0.3506	0.9717	0.9162
661	72	145	560402	72145560402	Census Tract 5604.02	G5020	S	3616926	7641	18.4451409	-66.4244077	Census Tract 5604.02	Vega Baja	0.4513	0.0237	0.0452	0.4875	0.1018
662	72	113	73004	72113073004	Census Tract 730.04	G5020	S	4491733	351	18.0347972	-66.6582701	Census Tract 730.04	Ponce	0.0938	0.2488	0.5701	0.8009	0.3552
663	72	137	120800	72137120800	Census Tract 1208	G5020	S	1173979	37787	18.4421978	-66.168867	Census Tract 1208	Toa Baja	0.0916	0.526	0.0531	0.8438	0.2545
664	72	145	560801	72145560801	Census Tract 5608.01	G5020	S	4054354	0	18.4372142	-66.4226913	Census Tract 5608.01	Vega Baja	0.9343	0.3936	0.3925	0.5452	0.63
665	72	145	560802	72145560802	Census Tract 5608.02	G5020	S	9698680	0	18.4165821	-66.4269012	Census Tract 5608.02	Vega Baja	0.6414	0.6685	0.371	0.8371	0.7296
666	72	1	956300	72001956300	Census Tract 9563	G5020	S	44834549	90659	18.2041659	-66.7378296	Census Tract 9563	Adjuntas	0.8563	0.4106	0.9128	0.8676	0.9174
667	72	21	31301	72021031301	Census Tract 313.01	G5020	S	2714757	0	18.341619	-66.1857118	Census Tract 313.01	Bayamón	0.2714	0.6923	0.3993	0.509	0.4276
668	72	1	956700	72001956700	Census Tract 9567	G5020	S	1380043	0	18.1649139	-66.7179234	Census Tract 9567	Adjuntas	0.7579	0.6425	0.1832	0.8665	0.7058
669	72	1	956400	72001956400	Census Tract 9564	G5020	S	37191782	590904	18.205717	-66.8047834	Census Tract 9564	Adjuntas	0.923	0.3212	0.8065	0.3472	0.69
670	72	1	956500	72001956500	Census Tract 9565	G5020	S	44809024	159867	18.154598	-66.7686663	Census Tract 9565	Adjuntas	0.9705	0.7285	0.9626	0.1029	0.8393
671	72	21	31402	72021031402	Census Tract 314.02	G5020	S	684656	0	18.3771072	-66.1712928	Census Tract 314.02	Bayamón	0.4717	0.871	0.3404	0.7816	0.7104
672	72	113	70201	72113070201	Census Tract 702.01	G5020	S	1275333	13341	18.032967	-66.6193346	Census Tract 702.01	Ponce	0.3744	0.7579	0.6538	0.018	0.3902
673	72	83	959800	72083959800	Census Tract 9598	G5020	S	9042506	47149	18.2640944	-66.9859604	Census Tract 9598	Las Marías	0.4242	0.5011	0.9988	0.4389	0.6764
674	72	83	959900	72083959900	Census Tract 9599	G5020	S	54473083	94349	18.2396064	-67.0224649	Census Tract 9599	Las Marías	0.3846	0.1119	0.9502	0.7839	0.6131
675	72	83	959700	72083959700	Census Tract 9597	G5020	S	56556233	234726	18.2299272	-66.9470866	Census Tract 9597	Las Marías	0.5486	0.069	0.6889	0.1334	0.2273
676	72	19	952400	72019952400	Census Tract 9524	G5020	S	1983227	0	18.1847647	-66.3101737	Census Tract 9524	Barranquitas	0.6266	0.9004	0.9423	0.9309	0.9773
677	72	69	180302	72069180302	Census Tract 1803.02	G5020	S	10798424	740	18.1344047	-65.859034	Census Tract 1803.02	Humacao	0.2251	0.095	0.3438	0.4276	0.1233
678	72	21	31900	72021031900	Census Tract 319	G5020	S	8919576	0	18.3171021	-66.1646331	Census Tract 319	Bayamón	0.4988	0.7205	0.1606	0.3088	0.3382
679	72	69	180100	72069180100	Census Tract 1801	G5020	S	6859079	2792488	18.1638549	-65.7540419	Census Tract 1801	Humacao	0.5893	0.0429	0.664	0.7024	0.492
680	72	69	180800	72069180800	Census Tract 1808	G5020	S	12877477	0	18.1201406	-65.8333622	Census Tract 1808	Humacao	0.4751	0.1221	0.8846	0.1934	0.3337
681	72	69	180201	72069180201	Census Tract 1802.01	G5020	S	24143081	3011	18.1749199	-65.7906041	Census Tract 1802.01	Humacao	0.526	0.5113	0.923	0.7805	0.8257
682	72	69	180301	72069180301	Census Tract 1803.01	G5020	S	5047991	0	18.1616812	-65.8496856	Census Tract 1803.01	Humacao	0.1165	0.216	0.8337	0.4343	0.2907
683	72	69	180700	72069180700	Census Tract 1807	G5020	S	2395946	174815	18.1425242	-65.8288898	Census Tract 1807	Humacao	0.9807	0.449	0.5825	0.7398	0.8348
684	72	69	180202	72069180202	Census Tract 1802.02	G5020	S	11949213	0	18.1887485	-65.8129273	Census Tract 1802.02	Humacao	0.3642	0.4977	0.9728	0.6402	0.7138
685	72	31	50103	72031050103	Census Tract 501.03	G5020	S	1989713	2408541	18.4374692	-66.0276846	Census Tract 501.03	Carolina	0.0101	0.0022	0.0101	0.3755	0.0203
686	72	69	180500	72069180500	Census Tract 1805	G5020	S	10408747	1745716	18.1384854	-65.7885552	Census Tract 1805	Humacao	0.1266	0.2692	0.6006	0.423	0.2194
687	72	69	180600	72069180600	Census Tract 1806	G5020	S	2377824	21675	18.1512879	-65.8258416	Census Tract 1806	Humacao	0.4694	0.8506	0.3495	0.9977	0.7918
688	72	25	202402	72025202402	Census Tract 2024.02	G5020	S	3360100	0	18.2149357	-66.0679093	Census Tract 2024.02	Caguas	0.0735	0.0339	0.4049	0.9106	0.2217
689	72	25	202601	72025202601	Census Tract 2026.01	G5020	S	2438673	19079	18.2124002	-66.012035	Census Tract 2026.01	Caguas	0.0463	0.1266	0.2714	0.457	0.0825
690	72	25	200900	72025200900	Census Tract 2009	G5020	S	227012	0	18.2348074	-66.0248349	Census Tract 2009	Caguas	0.8574	0.8665	0.7929	0.4208	0.8925
691	72	25	202702	72025202702	Census Tract 2027.02	G5020	S	21778497	1453	18.1451082	-66.0340684	Census Tract 2027.02	Caguas	0.6662	0.5825	0.9592	0.4457	0.7873
692	72	25	202701	72025202701	Census Tract 2027.01	G5020	S	11594104	4406	18.1588399	-66.0542805	Census Tract 2027.01	Caguas	0.3269	0.4547	0.6809	0.3653	0.4027
693	72	25	200500	72025200500	Census Tract 2005	G5020	S	1795011	0	18.2495156	-66.0314412	Census Tract 2005	Caguas	0.5294	0.7918	0.0893	0.8065	0.604
694	72	25	200400	72025200400	Census Tract 2004	G5020	S	1762719	0	18.249545	-66.0393447	Census Tract 2004	Caguas	0.4049	0.8947	0.1787	0.2511	0.3631
695	72	25	200200	72025200200	Census Tract 2002	G5020	S	7455687	201	18.2831046	-66.0522615	Census Tract 2002	Caguas	0.4739	0.5294	0.6119	0.3201	0.4638
696	72	25	202200	72025202200	Census Tract 2022	G5020	S	573981	0	18.2171805	-66.0517429	Census Tract 2022	Caguas	0.302	0.8868	0.7149	0.2466	0.5701
697	72	25	200302	72025200302	Census Tract 2003.02	G5020	S	9190629	164769	18.2683134	-66.0263126	Census Tract 2003.02	Caguas	0.1244	0.2092	0.0871	0.1153	0.0282
698	72	25	200100	72025200100	Census Tract 2001	G5020	S	11493887	710389	18.2944526	-66.0368437	Census Tract 2001	Caguas	0.2024	0.2149	0.2273	0.2262	0.0723
699	72	23	830400	72023830400	Census Tract 8304	G5020	S	4954222	19178	18.0923213	-67.1387133	Census Tract 8304	Cabo Rojo	0.3947	0.6346	0.4966	0.5565	0.535
700	72	23	830300	72023830300	Census Tract 8303	G5020	S	4868358	0	18.08147	-67.1552936	Census Tract 8303	Cabo Rojo	0.1459	0.2613	0.3687	0.6821	0.2341
701	72	23	830502	72023830502	Census Tract 8305.02	G5020	S	20444632	4270027	18.048695	-67.1825406	Census Tract 8305.02	Cabo Rojo	0.9004	0.1244	0.4694	0.8914	0.6866
702	72	21	30104	72021030104	Census Tract 301.04	G5020	S	1023096	3659	18.3815543	-66.1263967	Census Tract 301.04	Bayamón	0.0135	0.0214	0.052	0.0904	0.0022
703	72	23	830200	72023830200	Census Tract 8302	G5020	S	27809140	6355682	18.1378144	-67.1670753	Census Tract 8302	Cabo Rojo	0.319	0.0825	0.4852	0.7669	0.3212
704	72	25	201000	72025201000	Census Tract 2010	G5020	S	1183020	0	18.2342242	-66.0351475	Census Tract 2010	Caguas	0.6708	0.9604	0.5226	0.7873	0.8947
705	72	25	201200	72025201200	Census Tract 2012	G5020	S	585689	0	18.2292144	-66.0414263	Census Tract 2012	Caguas	0.8993	0.9626	0.449	0.8744	0.9457
706	72	149	720503	72149720503	Census Tract 7205.03	G5020	S	11302834	6618	18.1563954	-66.4839796	Census Tract 7205.03	Villalba	0.3834	0.4366	0.7024	0.2058	0.3619
707	72	135	510400	72135510400	Census Tract 5104	G5020	S	7007745	57526	18.3738803	-66.2594723	Census Tract 5104	Toa Alta	0.7658	0.1278	0.4909	0.8789	0.6289
708	72	9	250200	72009250200	Census Tract 2502	G5020	S	17279031	58293	18.1373405	-66.2990312	Census Tract 2502	Aibonito	0.1481	0.2251	0.6651	0.7217	0.3721
709	72	9	250100	72009250100	Census Tract 2501	G5020	S	23614390	0	18.1552866	-66.2502842	Census Tract 2501	Aibonito	0.1979	0.63	0.9502	0.1561	0.4604
710	72	9	250300	72009250300	Census Tract 2503	G5020	S	2298418	4641	18.1447208	-66.2788639	Census Tract 2503	Aibonito	0.4875	0.8766	0.7624	0.2929	0.6979
711	72	9	250400	72009250400	Census Tract 2504	G5020	S	2896177	1382	18.1327554	-66.2663909	Census Tract 2504	Aibonito	0.1391	0.949	0.5441	0.699	0.6628
712	72	9	250600	72009250600	Census Tract 2506	G5020	S	29321376	5324	18.1074929	-66.2561857	Census Tract 2506	Aibonito	0.3631	0.1832	0.9671	0.302	0.397
713	72	9	250500	72009250500	Census Tract 2505	G5020	S	5685074	2253	18.1395805	-66.2433392	Census Tract 2505	Aibonito	0.0995	0.9298	0.8201	0.3382	0.5882
714	72	29	100503	72029100503	Census Tract 1005.03	G5020	S	3920522	0	18.3696927	-65.8905787	Census Tract 1005.03	Canóvanas	0.1493	0.3755	0.2466	0.1504	0.0871
715	72	135	510502	72135510502	Census Tract 5105.02	G5020	S	2414124	0	18.3614539	-66.2197811	Census Tract 5105.02	Toa Alta	0.1459	0.3495	0.6504	0.3009	0.2285
716	72	135	510200	72135510200	Census Tract 5102	G5020	S	8740446	29111	18.3848254	-66.2305794	Census Tract 5102	Toa Alta	0.2828	0.1561	0.2997	0.5271	0.1809
717	72	135	510300	72135510300	Census Tract 5103	G5020	S	1353928	39231	18.3890778	-66.2497935	Census Tract 5103	Toa Alta	0.1674	0.673	0.4943	0.768	0.5463
718	72	25	201600	72025201600	Census Tract 2016	G5020	S	524398	0	18.2266078	-66.0333259	Census Tract 2016	Caguas	0.8721	0.8552	0.4423	0.6549	0.8574
719	72	25	201700	72025201700	Census Tract 2017	G5020	S	572182	0	18.230621	-66.026251	Census Tract 2017	Caguas	0.5226	0.9524	0.3461	0.5814	0.6911
720	72	25	201300	72025201300	Census Tract 2013	G5020	S	759722	0	18.2304206	-66.0471335	Census Tract 2013	Caguas	0.3857	0.6255	0.1742	0.3687	0.2771
721	72	25	201500	72025201500	Census Tract 2015	G5020	S	588612	0	18.221901	-66.0435259	Census Tract 2015	Caguas	0.3359	0.9253	0.4309	0.8201	0.7273
722	72	149	720504	72149720504	Census Tract 7205.04	G5020	S	11740634	0	18.1394068	-66.5099492	Census Tract 7205.04	Villalba	0.4524	0.9162	0.8461	0.2567	0.7126
723	72	29	100504	72029100504	Census Tract 1005.04	G5020	S	11384165	47246	18.3592039	-65.891578	Census Tract 1005.04	Canóvanas	0.2194	0.2047	0.3619	0.147	0.0893
724	72	29	100104	72029100104	Census Tract 1001.04	G5020	S	5422784	83653	18.3966721	-65.89614	Census Tract 1001.04	Canóvanas	0.9592	0.5588	0.9377	0.6108	0.9219
725	72	29	100602	72029100602	Census Tract 1006.02	G5020	S	6004194	0	18.3297678	-65.8981574	Census Tract 1006.02	Canóvanas	0.7952	0.6934	0.923	0.6233	0.9106
726	72	29	100601	72029100601	Census Tract 1006.01	G5020	S	13926195	0	18.3187249	-65.8782947	Census Tract 1006.01	Canóvanas	0.733	0.2002	0.509	0.3212	0.3766
727	72	29	100103	72029100103	Census Tract 1001.03	G5020	S	695548	0	18.3896773	-65.8838255	Census Tract 1001.03	Canóvanas	0.4276	0.8574	0.2805	0.2409	0.3925
728	72	43	954300	72043954300	Census Tract 9543	G5020	S	697030	0	18.0760597	-66.3583793	Census Tract 9543	Coamo	0.4932	0.88	0.8461	0.4785	0.8054
729	72	43	954400	72043954400	Census Tract 9544	G5020	S	637228	0	18.0834776	-66.3475484	Census Tract 9544	Coamo	0.4796	0.7669	0.3642	0.2907	0.4434
730	72	87	110302	72087110302	Census Tract 1103.02	G5020	S	11511558	130548	18.4149484	-65.8686899	Census Tract 1103.02	Loíza	0.5	0.2805	0.9751	0.3348	0.5395
731	72	151	950700	72151950700	Census Tract 9507	G5020	S	41631916	0	18.0721407	-65.9533453	Census Tract 9507	Yabucoa	0.9468	0.3699	0.9411	0.2601	0.7285
732	72	151	951200	72151951200	Census Tract 9512	G5020	S	12436459	0	18.0428298	-65.9069619	Census Tract 9512	Yabucoa	0.8088	0.4128	0.9253	0.0373	0.5848
733	72	151	950800	72151950800	Census Tract 9508	G5020	S	9055764	0	18.0646039	-65.8985069	Census Tract 9508	Yabucoa	0.8382	0.3959	0.9106	0.5769	0.8144
734	72	151	950600	72151950600	Census Tract 9506	G5020	S	26305476	2732861	18.0794179	-65.8417184	Census Tract 9506	Vieques	0.6323	0.2013	0.2805	0.7454	0.4185
735	72	151	951300	72151951300	Census Tract 9513	G5020	S	25855243	4071813	18.0408919	-65.8492333	Census Tract 9513	Yabucoa	0.8416	0.1368	0.7432	0.2432	0.4785
736	72	151	951000	72151951000	Census Tract 9510	G5020	S	1076096	0	18.049518	-65.8749544	Census Tract 9510	Yabucoa	0.371	0.078	0.8416	0.0972	0.2081
737	72	151	950900	72151950900	Census Tract 9509	G5020	S	25339392	0	18.1007214	-65.8973707	Census Tract 9509	Yabucoa	0.7454	0.3914	0.8042	0.3156	0.6233
738	72	111	730400	72111730400	Census Tract 7304	G5020	S	1242069	1742	18.0609563	-66.7258629	Census Tract 7304	Peñuelas	0.5011	0.7251	0.2432	0.6176	0.5384
739	72	111	730700	72111730700	Census Tract 7307	G5020	S	21070876	20247	18.0381306	-66.7066164	Census Tract 7307	Peñuelas	0.6798	0.104	0.7805	0.1696	0.3653
740	72	111	730300	72111730300	Census Tract 7303	G5020	S	18401292	4109	18.067149	-66.750806	Census Tract 7303	Peñuelas	0.5712	0.4151	0.8755	0.1776	0.518
741	72	111	730100	72111730100	Census Tract 7301	G5020	S	32017738	3618	18.0891434	-66.7000402	Census Tract 7301	Peñuelas	0.9626	0.2647	0.9536	0.4638	0.7805
742	72	111	730200	72111730200	Census Tract 7302	G5020	S	19651593	15895	18.0983392	-66.7392447	Census Tract 7302	Peñuelas	0.2726	0.6018	0.7556	0.0531	0.3359
743	72	131	958800	72131958800	Census Tract 9588	G5020	S	36037461	203651	18.3129203	-67.0193615	Census Tract 9588	San Sebastián	0.8427	0.7398	0.3846	0.8223	0.8461
744	72	131	959300	72131959300	Census Tract 9593	G5020	S	34502587	12012	18.296954	-66.923087	Census Tract 9593	San Sebastián	0.75	0.5961	0.6583	0.6832	0.7986
745	72	131	959200	72131959200	Census Tract 9592	G5020	S	32467333	55250	18.3022997	-66.9686569	Census Tract 9592	San Sebastián	0.8314	0.0848	0.4886	0.6923	0.5429
746	72	131	958700	72131958700	Census Tract 9587	G5020	S	22392781	0	18.3688712	-67.0190254	Census Tract 9587	San Sebastián	0.7217	0.7635	0.199	0.0248	0.3506
747	72	131	958500	72131958500	Census Tract 9585	G5020	S	30478176	1789752	18.3554095	-66.9236024	Census Tract 9585	San Sebastián	0.5667	0.4196	0.3427	0.5418	0.4264
748	72	131	958900	72131958900	Census Tract 9589	G5020	S	1855375	0	18.3413367	-67.0015484	Census Tract 9589	San Sebastián	0.9083	0.8099	0.6877	0.3416	0.8314
749	72	131	959500	72131959500	Census Tract 9595	G5020	S	21245882	0	18.3648056	-66.9775674	Census Tract 9595	Rincón	0.5384	0.6085	0.0497	0.7929	0.4875
750	72	131	959000	72131959000	Census Tract 9590	G5020	S	2119244	0	18.3291348	-66.9929738	Census Tract 9590	San Sebastián	0.9117	0.4389	0.4694	0.1131	0.4581
751	72	51	540100	72051540100	Census Tract 5401	G5020	S	8237679	2753950	18.466588	-66.2423905	Census Tract 5401	Dorado	0.4343	0.3823	0.8303	0.8303	0.7149
752	72	51	540600	72051540600	Census Tract 5406	G5020	S	10230373	51706	18.41348	-66.2743991	Census Tract 5406	Dorado	0.5938	0.3846	0.6402	0.9332	0.7454
753	72	51	540300	72051540300	Census Tract 5403	G5020	S	944085	26085	18.4580295	-66.2639473	Census Tract 5403	Dorado	0.7861	0.1911	0.492	0.328	0.388
754	72	51	540500	72051540500	Census Tract 5405	G5020	S	7936134	3765	18.4320492	-66.2967962	Census Tract 5405	Dorado	0.6097	0.3891	0.3699	0.2545	0.3076
755	72	51	540400	72051540400	Census Tract 5404	G5020	S	14749230	191246	18.4541343	-66.2867536	Census Tract 5404	Dorado	0.4321	0.319	0.018	0.5	0.1821
756	72	51	540700	72051540700	Census Tract 5407	G5020	S	11958939	40260	18.3936155	-66.2803486	Census Tract 5407	Dorado	0.707	0.138	0.8563	0.1074	0.3936
757	72	51	540200	72051540200	Census Tract 5402	G5020	S	5813651	2172851	18.4708623	-66.2936232	Census Tract 5402	Dorado	0.3812	0.4309	0.0271	0.5361	0.2047
758	72	77	500402	72077500402	Census Tract 5004.02	G5020	S	12271408	47582	18.1829866	-65.9229001	Census Tract 5004.02	Juncos	0.6447	0.0452	0.7794	0.0735	0.268
759	72	77	500200	72077500200	Census Tract 5002	G5020	S	5264007	44299	18.236946	-65.9366914	Census Tract 5002	Juncos	0.5079	0.9513	0.4185	0.7002	0.759
760	72	77	500302	72077500302	Census Tract 5003.02	G5020	S	9694661	62060	18.2065958	-65.9078724	Census Tract 5003.02	Juncos	0.6436	0.9536	0.7737	0.2273	0.7635
761	72	77	500401	72077500401	Census Tract 5004.01	G5020	S	6062769	8943	18.2109038	-65.9381507	Census Tract 5004.01	Juncos	0.5361	0.5972	0.5769	0.7522	0.7081
762	72	77	500100	72077500100	Census Tract 5001	G5020	S	23110151	106679	18.2462604	-65.8955155	Census Tract 5001	Juncos	0.8812	0.4253	0.2884	0.9004	0.7228
763	72	77	500301	72077500301	Census Tract 5003.01	G5020	S	12202409	58131	18.2294074	-65.8926454	Census Tract 5003.01	Juncos	0.5746	0.3257	0.2036	0.1447	0.1753
764	72	131	9200	72131009200	Census Tract 92	G5020	S	1296069	0	18.33735	-66.9881451	Census Tract 92	San Sebastián	0.9819	0.9377	0.6153	0.742	0.9649
765	72	37	160300	72037160300	Census Tract 1603	G5020	S	10698934	3042	18.2434441	-65.6652874	Census Tract 1603	Ceiba	0.4083	0.7126	0.4604	0.9581	0.7409
766	72	127	2600	72127002600	Census Tract 26	G5020	S	265717	0	18.4456585	-66.0558631	Census Tract 26	San Juan	0.8404	0.0927	0.6957	0.7952	0.7002
767	72	127	3000	72127003000	Census Tract 30	G5020	S	159459	0	18.4408395	-66.0471386	Census Tract 30	San Juan	0.7081	0.276	0.2477	0.5644	0.3868
768	72	119	130601	72119130601	Census Tract 1306.01	G5020	S	7122069	11891	18.3693371	-65.8002735	Census Tract 1306.01	Río Grande	0.9332	0.4038	0.768	0.6323	0.8212
769	72	127	4900	72127004900	Census Tract 49	G5020	S	682355	275660	18.4131066	-66.0312419	Census Tract 49	San Juan	0.9151	0.8393	0.8687	0.8914	0.9932
770	72	127	8002	72127008002	Census Tract 80.02	G5020	S	495287	0	18.3822467	-66.0973736	Census Tract 80.02	San Juan	0.4106	0.8563	0.5656	0.9061	0.8235
771	72	127	9122	72127009122	Census Tract 91.22	G5020	S	1734289	0	18.3794258	-66.0383903	Census Tract 91.22	San Juan	0.0407	0.3246	0.1255	0.1436	0.0373
772	72	127	9400	72127009400	Census Tract 94	G5020	S	1108568	0	18.3924243	-66.0508365	Census Tract 94	San Juan	0.5158	0.328	0.3936	0.7703	0.4966
773	72	127	10042	72127010042	Census Tract 100.42	G5020	S	10682137	174944	18.3348565	-66.0515736	Census Tract 100.42	San Juan	0.2669	0.2828	0.4287	0.6289	0.3009
774	72	127	400	72127000400	Census Tract 4	G5020	S	117212	211039	18.4688707	-66.1154577	Census Tract 4	San Juan	0.6662	0.0226	0.0746	0.8484	0.3031
775	72	127	3300	72127003300	Census Tract 33	G5020	S	242876	0	18.4373699	-66.0482921	Census Tract 33	San Juan	0.7952	0.0916	0.7997	0.6119	0.6504
776	72	127	3400	72127003400	Census Tract 34	G5020	S	224264	320479	18.4388346	-66.0421154	Census Tract 34	San Juan	0.9106	0.9547	0.7884	0.6142	0.9626
777	72	127	3200	72127003200	Census Tract 32	G5020	S	231981	0	18.4392985	-66.0526794	Census Tract 32	San Juan	0.8348	0.2907	0.6504	0.9932	0.8438
